note_id,request_id,author_user_id,note_type,visibility_level,note_text,created_at
464,1000490,49,Resolution,Internal,Operational note for case 1000490 capturing workflow action and next step.,2024-11-10 09:47:00
465,1000491,113,Follow-up,Restricted,Operational note for case 1000491 capturing workflow action and next step.,2025-05-23 16:17:00
466,1000492,127,Intake,Restricted,Operational note for case 1000492 capturing workflow action and next step.,2026-05-06 09:08:00
467,1000492,127,Resolution,Restricted,Operational note for case 1000492 capturing workflow action and next step.,2026-04-25 09:08:00
468,1000493,82,Resolution,Internal,Operational note for case 1000493 capturing workflow action and next step.,2025-06-05 09:57:00
469,1000494,149,Resolution,School Team,Operational note for case 1000494 capturing workflow action and next step.,2025-04-18 13:42:00
470,1000494,149,Coordination,School Team,Operational note for case 1000494 capturing workflow action and next step.,2025-04-20 13:42:00
471,1000495,16,Resolution,School Team,Operational note for case 1000495 capturing workflow action and next step.,2024-09-04 10:58:00
472,1000496,226,Coordination,Restricted,Operational note for case 1000496 capturing workflow action and next step.,2026-07-06 15:20:00
473,1000497,145,Coordination,Restricted,Operational note for case 1000497 capturing workflow action and next step.,2025-08-17 12:14:00
474,1000498,139,Follow-up,Restricted,Operational note for case 1000498 capturing workflow action and next step.,2026-02-17 15:32:00
475,1000499,182,Intake,Internal,Operational note for case 1000499 capturing workflow action and next step.,2025-04-17 12:03:00
476,1000501,132,Coordination,Internal,Operational note for case 1000501 capturing workflow action and next step.,2024-11-18 13:41:00
477,1000502,164,Intake,Restricted,Operational note for case 1000502 capturing workflow action and next step.,2025-06-05 14:06:00
478,1000503,20,Follow-up,Restricted,Operational note for case 1000503 capturing workflow action and next step.,2026-05-15 09:25:00
479,1000504,255,Coordination,Internal,Operational note for case 1000504 capturing workflow action and next step.,2025-10-31 10:14:00
480,1000505,137,Follow-up,Internal,Operational note for case 1000505 capturing workflow action and next step.,2024-11-04 15:27:00
481,1000507,146,Intake,Restricted,Operational note for case 1000507 capturing workflow action and next step.,2024-10-07 15:42:00
482,1000507,146,Follow-up,School Team,Operational note for case 1000507 capturing workflow action and next step.,2024-10-10 15:42:00
483,1000508,68,Follow-up,Restricted,Operational note for case 1000508 capturing workflow action and next step.,2025-11-16 16:39:00
484,1000510,42,Resolution,Internal,Operational note for case 1000510 capturing workflow action and next step.,2025-06-28 08:27:00
485,1000510,42,Follow-up,Internal,Operational note for case 1000510 capturing workflow action and next step.,2025-07-07 08:27:00
486,1000511,68,Follow-up,Internal,Operational note for case 1000511 capturing workflow action and next step.,2025-11-09 16:42:00
487,1000512,237,Coordination,Restricted,Operational note for case 1000512 capturing workflow action and next step.,2026-06-18 16:26:00
488,1000513,184,Follow-up,Restricted,Operational note for case 1000513 capturing workflow action and next step.,2025-03-13 09:49:00
489,1000513,184,Follow-up,School Team,Operational note for case 1000513 capturing workflow action and next step.,2025-03-08 09:49:00
490,1000514,68,Follow-up,Internal,Operational note for case 1000514 capturing workflow action and next step.,2025-05-22 15:21:00
491,1000516,46,Coordination,Internal,Operational note for case 1000516 capturing workflow action and next step.,2025-11-04 15:14:00
492,1000518,138,Follow-up,Internal,Operational note for case 1000518 capturing workflow action and next step.,2026-06-15 15:11:00
493,1000520,50,Coordination,Internal,Operational note for case 1000520 capturing workflow action and next step.,2024-11-04 15:07:00
494,1000521,17,Resolution,Restricted,Operational note for case 1000521 capturing workflow action and next step.,2025-03-03 14:38:00
495,1000522,49,Resolution,Restricted,Operational note for case 1000522 capturing workflow action and next step.,2025-02-12 12:36:00
496,1000523,10,Coordination,School Team,Operational note for case 1000523 capturing workflow action and next step.,2025-04-29 16:11:00
497,1000524,115,Coordination,Restricted,Operational note for case 1000524 capturing workflow action and next step.,2025-08-14 08:03:00
498,1000525,114,Coordination,Internal,Operational note for case 1000525 capturing workflow action and next step.,2026-07-01 09:46:00
499,1000525,114,Coordination,Internal,Operational note for case 1000525 capturing workflow action and next step.,2026-06-21 09:46:00
500,1000526,160,Follow-up,Restricted,Operational note for case 1000526 capturing workflow action and next step.,2025-11-13 14:25:00
501,1000526,160,Intake,Restricted,Operational note for case 1000526 capturing workflow action and next step.,2025-11-16 14:25:00
502,1000527,146,Intake,Restricted,Operational note for case 1000527 capturing workflow action and next step.,2024-11-20 14:26:00
503,1000528,152,Resolution,Internal,Operational note for case 1000528 capturing workflow action and next step.,2025-01-26 09:54:00
504,1000530,83,Follow-up,School Team,Operational note for case 1000530 capturing workflow action and next step.,2025-07-05 16:06:00
505,1000531,152,Resolution,Internal,Operational note for case 1000531 capturing workflow action and next step.,2025-09-09 10:00:00
506,1000532,102,Coordination,Restricted,Operational note for case 1000532 capturing workflow action and next step.,2026-02-24 08:21:00
507,1000533,11,Follow-up,School Team,Operational note for case 1000533 capturing workflow action and next step.,2026-06-19 14:38:00
508,1000534,173,Resolution,School Team,Operational note for case 1000534 capturing workflow action and next step.,2025-01-17 14:08:00
509,1000535,124,Follow-up,Internal,Operational note for case 1000535 capturing workflow action and next step.,2026-03-08 12:28:00
510,1000536,138,Follow-up,Restricted,Operational note for case 1000536 capturing workflow action and next step.,2026-03-24 08:22:00
511,1000537,74,Coordination,Restricted,Operational note for case 1000537 capturing workflow action and next step.,2025-10-01 08:11:00
512,1000538,62,Follow-up,School Team,Operational note for case 1000538 capturing workflow action and next step.,2026-01-27 14:29:00
513,1000539,52,Resolution,Internal,Operational note for case 1000539 capturing workflow action and next step.,2024-12-03 10:06:00
514,1000540,43,Follow-up,School Team,Operational note for case 1000540 capturing workflow action and next step.,2026-01-02 16:55:00
515,1000541,248,Follow-up,School Team,Operational note for case 1000541 capturing workflow action and next step.,2026-04-27 09:07:00
516,1000542,133,Intake,School Team,Operational note for case 1000542 capturing workflow action and next step.,2025-05-27 15:38:00
517,1000544,51,Resolution,Internal,Operational note for case 1000544 capturing workflow action and next step.,2024-10-24 16:23:00
518,1000545,171,Intake,School Team,Operational note for case 1000545 capturing workflow action and next step.,2025-06-10 13:38:00
519,1000546,255,Follow-up,Internal,Operational note for case 1000546 capturing workflow action and next step.,2025-10-16 12:53:00
520,1000546,255,Resolution,Internal,Operational note for case 1000546 capturing workflow action and next step.,2025-10-11 12:53:00
521,1000547,11,Resolution,Internal,Operational note for case 1000547 capturing workflow action and next step.,2026-06-20 09:09:00
522,1000548,257,Resolution,School Team,Operational note for case 1000548 capturing workflow action and next step.,2024-09-26 12:01:00
523,1000549,30,Follow-up,Restricted,Operational note for case 1000549 capturing workflow action and next step.,2026-03-16 13:35:00
524,1000550,94,Follow-up,Internal,Operational note for case 1000550 capturing workflow action and next step.,2025-08-29 15:19:00
525,1000550,94,Resolution,School Team,Operational note for case 1000550 capturing workflow action and next step.,2025-08-30 15:19:00
526,1000551,46,Intake,School Team,Operational note for case 1000551 capturing workflow action and next step.,2024-11-01 15:34:00
527,1000551,46,Coordination,Internal,Operational note for case 1000551 capturing workflow action and next step.,2024-11-11 15:34:00
528,1000553,62,Coordination,School Team,Operational note for case 1000553 capturing workflow action and next step.,2025-05-04 09:44:00
529,1000554,245,Resolution,Internal,Operational note for case 1000554 capturing workflow action and next step.,2026-02-25 15:52:00
530,1000554,245,Resolution,Restricted,Operational note for case 1000554 capturing workflow action and next step.,2026-02-24 15:52:00
531,1000555,101,Resolution,Restricted,Operational note for case 1000555 capturing workflow action and next step.,2026-03-11 14:31:00
532,1000556,264,Resolution,School Team,Operational note for case 1000556 capturing workflow action and next step.,2025-06-13 14:09:00
533,1000557,75,Resolution,Restricted,Operational note for case 1000557 capturing workflow action and next step.,2026-02-18 14:35:00
534,1000557,75,Follow-up,Internal,Operational note for case 1000557 capturing workflow action and next step.,2026-02-19 14:35:00
535,1000558,249,Coordination,School Team,Operational note for case 1000558 capturing workflow action and next step.,2025-12-23 08:14:00
536,1000558,249,Follow-up,School Team,Operational note for case 1000558 capturing workflow action and next step.,2025-12-25 08:14:00
537,1000559,15,Resolution,Internal,Operational note for case 1000559 capturing workflow action and next step.,2024-12-16 08:19:00
538,1000564,57,Coordination,Restricted,Operational note for case 1000564 capturing workflow action and next step.,2024-10-18 12:47:00
539,1000565,113,Follow-up,Internal,Operational note for case 1000565 capturing workflow action and next step.,2025-02-06 16:21:00
540,1000566,265,Follow-up,Restricted,Operational note for case 1000566 capturing workflow action and next step.,2025-12-03 12:42:00
541,1000568,168,Intake,Internal,Operational note for case 1000568 capturing workflow action and next step.,2025-06-24 16:12:00
542,1000570,164,Intake,Internal,Operational note for case 1000570 capturing workflow action and next step.,2024-12-05 14:31:00
543,1000571,176,Coordination,School Team,Operational note for case 1000571 capturing workflow action and next step.,2026-03-29 13:20:00
544,1000571,176,Intake,Restricted,Operational note for case 1000571 capturing workflow action and next step.,2026-03-28 13:20:00
545,1000572,64,Resolution,School Team,Operational note for case 1000572 capturing workflow action and next step.,2026-05-22 08:22:00
546,1000574,145,Resolution,Internal,Operational note for case 1000574 capturing workflow action and next step.,2026-06-20 12:42:00
547,1000575,214,Follow-up,School Team,Operational note for case 1000575 capturing workflow action and next step.,2026-05-15 11:56:00
548,1000576,119,Follow-up,Internal,Operational note for case 1000576 capturing workflow action and next step.,2025-05-20 16:18:00
549,1000579,8,Coordination,Restricted,Operational note for case 1000579 capturing workflow action and next step.,2025-03-25 13:26:00
550,1000581,137,Resolution,Internal,Operational note for case 1000581 capturing workflow action and next step.,2025-02-04 15:44:00
551,1000581,137,Coordination,Internal,Operational note for case 1000581 capturing workflow action and next step.,2025-02-09 15:44:00
552,1000582,137,Resolution,Restricted,Operational note for case 1000582 capturing workflow action and next step.,2026-02-10 16:07:00
553,1000582,137,Follow-up,School Team,Operational note for case 1000582 capturing workflow action and next step.,2026-02-14 16:07:00
554,1000583,98,Follow-up,School Team,Operational note for case 1000583 capturing workflow action and next step.,2024-10-06 15:42:00
555,1000585,14,Intake,Restricted,Operational note for case 1000585 capturing workflow action and next step.,2026-05-06 08:00:00
556,1000586,124,Resolution,School Team,Operational note for case 1000586 capturing workflow action and next step.,2026-01-27 16:02:00
557,1000586,124,Follow-up,Internal,Operational note for case 1000586 capturing workflow action and next step.,2026-01-30 16:02:00
558,1000587,134,Resolution,Restricted,Operational note for case 1000587 capturing workflow action and next step.,2026-06-13 10:01:00
559,1000588,47,Resolution,Internal,Operational note for case 1000588 capturing workflow action and next step.,2025-05-28 12:06:00
560,1000589,61,Resolution,Internal,Operational note for case 1000589 capturing workflow action and next step.,2025-09-30 14:16:00
561,1000591,147,Coordination,Internal,Operational note for case 1000591 capturing workflow action and next step.,2024-11-25 14:19:00
562,1000591,147,Intake,Restricted,Operational note for case 1000591 capturing workflow action and next step.,2024-12-03 14:19:00
563,1000593,16,Intake,School Team,Operational note for case 1000593 capturing workflow action and next step.,2025-01-02 09:14:00
564,1000594,172,Coordination,School Team,Operational note for case 1000594 capturing workflow action and next step.,2026-05-26 12:27:00
565,1000595,144,Intake,Restricted,Operational note for case 1000595 capturing workflow action and next step.,2026-02-18 14:02:00
566,1000597,116,Follow-up,Internal,Operational note for case 1000597 capturing workflow action and next step.,2024-11-06 09:11:00
567,1000597,116,Resolution,Restricted,Operational note for case 1000597 capturing workflow action and next step.,2024-11-04 09:11:00
568,1000598,178,Follow-up,School Team,Operational note for case 1000598 capturing workflow action and next step.,2025-02-09 15:53:00
569,1000599,104,Coordination,Internal,Operational note for case 1000599 capturing workflow action and next step.,2025-04-25 12:28:00
570,1000600,249,Resolution,Restricted,Operational note for case 1000600 capturing workflow action and next step.,2025-07-25 08:38:00
571,1000601,132,Intake,School Team,Operational note for case 1000601 capturing workflow action and next step.,2025-09-05 16:48:00
572,1000602,177,Coordination,School Team,Operational note for case 1000602 capturing workflow action and next step.,2025-12-24 15:35:00
573,1000603,134,Coordination,Internal,Operational note for case 1000603 capturing workflow action and next step.,2025-11-16 13:30:00
574,1000604,7,Coordination,Restricted,Operational note for case 1000604 capturing workflow action and next step.,2025-12-28 13:38:00
575,1000605,24,Intake,School Team,Operational note for case 1000605 capturing workflow action and next step.,2026-06-23 11:06:00
576,1000607,214,Resolution,Internal,Operational note for case 1000607 capturing workflow action and next step.,2026-07-01 09:20:00
577,1000607,214,Follow-up,School Team,Operational note for case 1000607 capturing workflow action and next step.,2026-06-21 09:20:00
578,1000608,34,Resolution,Restricted,Operational note for case 1000608 capturing workflow action and next step.,2025-07-26 10:33:00
579,1000608,34,Coordination,Internal,Operational note for case 1000608 capturing workflow action and next step.,2025-07-26 10:33:00
580,1000609,96,Follow-up,Restricted,Operational note for case 1000609 capturing workflow action and next step.,2025-07-23 08:54:00
581,1000611,143,Follow-up,Internal,Operational note for case 1000611 capturing workflow action and next step.,2026-07-04 09:33:00
582,1000612,121,Intake,Internal,Operational note for case 1000612 capturing workflow action and next step.,2025-06-01 10:14:00
583,1000615,62,Coordination,Internal,Operational note for case 1000615 capturing workflow action and next step.,2025-07-13 16:18:00
584,1000617,96,Intake,Restricted,Operational note for case 1000617 capturing workflow action and next step.,2025-10-25 11:13:00
585,1000618,157,Intake,Restricted,Operational note for case 1000618 capturing workflow action and next step.,2025-08-24 08:30:00
586,1000618,157,Intake,Internal,Operational note for case 1000618 capturing workflow action and next step.,2025-09-04 08:30:00
587,1000619,136,Follow-up,Restricted,Operational note for case 1000619 capturing workflow action and next step.,2024-08-26 14:54:00
588,1000620,24,Follow-up,School Team,Operational note for case 1000620 capturing workflow action and next step.,2025-12-01 16:33:00
589,1000621,173,Resolution,Restricted,Operational note for case 1000621 capturing workflow action and next step.,2025-05-29 11:03:00
590,1000622,227,Coordination,Restricted,Operational note for case 1000622 capturing workflow action and next step.,2024-11-03 14:57:00
591,1000623,130,Follow-up,Internal,Operational note for case 1000623 capturing workflow action and next step.,2026-03-28 08:42:00
592,1000624,52,Resolution,Restricted,Operational note for case 1000624 capturing workflow action and next step.,2026-01-16 16:18:00
593,1000624,52,Intake,Restricted,Operational note for case 1000624 capturing workflow action and next step.,2026-01-10 16:18:00
594,1000625,91,Follow-up,Restricted,Operational note for case 1000625 capturing workflow action and next step.,2025-10-05 10:07:00
595,1000626,128,Coordination,School Team,Operational note for case 1000626 capturing workflow action and next step.,2026-03-27 09:03:00
596,1000626,128,Intake,School Team,Operational note for case 1000626 capturing workflow action and next step.,2026-03-28 09:03:00
597,1000628,77,Follow-up,School Team,Operational note for case 1000628 capturing workflow action and next step.,2025-12-22 09:17:00
598,1000628,77,Coordination,Restricted,Operational note for case 1000628 capturing workflow action and next step.,2025-12-24 09:17:00
599,1000630,59,Follow-up,School Team,Operational note for case 1000630 capturing workflow action and next step.,2024-10-17 12:03:00
600,1000631,122,Resolution,Internal,Operational note for case 1000631 capturing workflow action and next step.,2024-09-03 11:39:00
601,1000631,122,Coordination,School Team,Operational note for case 1000631 capturing workflow action and next step.,2024-09-05 11:39:00
602,1000634,252,Resolution,School Team,Operational note for case 1000634 capturing workflow action and next step.,2026-07-04 08:21:00
603,1000634,252,Follow-up,School Team,Operational note for case 1000634 capturing workflow action and next step.,2026-07-01 08:21:00
604,1000635,174,Intake,School Team,Operational note for case 1000635 capturing workflow action and next step.,2025-05-28 09:09:00
605,1000636,168,Intake,School Team,Operational note for case 1000636 capturing workflow action and next step.,2026-01-18 08:54:00
606,1000636,168,Follow-up,Restricted,Operational note for case 1000636 capturing workflow action and next step.,2026-01-14 08:54:00
607,1000638,135,Follow-up,Restricted,Operational note for case 1000638 capturing workflow action and next step.,2024-12-22 13:57:00
608,1000640,134,Follow-up,Restricted,Operational note for case 1000640 capturing workflow action and next step.,2025-08-13 08:50:00
609,1000645,75,Resolution,Restricted,Operational note for case 1000645 capturing workflow action and next step.,2025-07-12 08:55:00
610,1000646,24,Intake,School Team,Operational note for case 1000646 capturing workflow action and next step.,2024-10-11 08:41:00
611,1000647,268,Resolution,Internal,Operational note for case 1000647 capturing workflow action and next step.,2025-06-19 16:35:00
612,1000648,115,Resolution,School Team,Operational note for case 1000648 capturing workflow action and next step.,2025-03-28 16:13:00
613,1000648,115,Resolution,Internal,Operational note for case 1000648 capturing workflow action and next step.,2025-03-29 16:13:00
614,1000649,175,Resolution,School Team,Operational note for case 1000649 capturing workflow action and next step.,2025-12-21 16:16:00
615,1000650,159,Coordination,Restricted,Operational note for case 1000650 capturing workflow action and next step.,2025-12-06 14:18:00
616,1000651,49,Intake,School Team,Operational note for case 1000651 capturing workflow action and next step.,2024-10-26 09:48:00
617,1000652,75,Resolution,Restricted,Operational note for case 1000652 capturing workflow action and next step.,2025-10-08 08:58:00
618,1000655,125,Intake,Internal,Operational note for case 1000655 capturing workflow action and next step.,2025-07-05 09:36:00
619,1000657,86,Coordination,School Team,Operational note for case 1000657 capturing workflow action and next step.,2025-01-26 16:49:00
620,1000657,86,Coordination,School Team,Operational note for case 1000657 capturing workflow action and next step.,2025-01-21 16:49:00
621,1000658,169,Intake,Internal,Operational note for case 1000658 capturing workflow action and next step.,2025-12-25 08:07:00
622,1000658,169,Intake,School Team,Operational note for case 1000658 capturing workflow action and next step.,2026-01-05 08:07:00
623,1000661,193,Coordination,Internal,Operational note for case 1000661 capturing workflow action and next step.,2025-05-11 12:07:00
624,1000664,75,Follow-up,Restricted,Operational note for case 1000664 capturing workflow action and next step.,2025-05-13 13:10:00
625,1000665,1,Intake,Internal,Operational note for case 1000665 capturing workflow action and next step.,2025-09-07 11:05:00
626,1000665,1,Follow-up,Internal,Operational note for case 1000665 capturing workflow action and next step.,2025-08-29 11:05:00
627,1000666,38,Intake,Internal,Operational note for case 1000666 capturing workflow action and next step.,2025-12-12 12:32:00
628,1000667,70,Follow-up,Restricted,Operational note for case 1000667 capturing workflow action and next step.,2024-09-14 09:38:00
629,1000670,226,Intake,Internal,Operational note for case 1000670 capturing workflow action and next step.,2025-07-05 13:54:00
630,1000670,226,Follow-up,Restricted,Operational note for case 1000670 capturing workflow action and next step.,2025-07-13 13:54:00
631,1000672,1,Coordination,School Team,Operational note for case 1000672 capturing workflow action and next step.,2026-02-18 16:17:00
632,1000673,160,Follow-up,School Team,Operational note for case 1000673 capturing workflow action and next step.,2025-03-15 13:35:00
633,1000674,214,Intake,Internal,Operational note for case 1000674 capturing workflow action and next step.,2026-03-16 09:26:00
634,1000675,129,Intake,Internal,Operational note for case 1000675 capturing workflow action and next step.,2026-06-29 13:43:00
635,1000676,173,Resolution,School Team,Operational note for case 1000676 capturing workflow action and next step.,2024-12-09 08:23:00
636,1000677,268,Coordination,School Team,Operational note for case 1000677 capturing workflow action and next step.,2025-06-09 08:30:00
637,1000678,40,Follow-up,School Team,Operational note for case 1000678 capturing workflow action and next step.,2025-04-28 12:35:00
638,1000680,112,Resolution,Internal,Operational note for case 1000680 capturing workflow action and next step.,2025-10-10 11:52:00
639,1000680,112,Coordination,Restricted,Operational note for case 1000680 capturing workflow action and next step.,2025-10-12 11:52:00
640,1000681,210,Resolution,Restricted,Operational note for case 1000681 capturing workflow action and next step.,2026-04-05 09:05:00
641,1000685,152,Follow-up,Internal,Operational note for case 1000685 capturing workflow action and next step.,2024-10-01 08:47:00
642,1000686,115,Coordination,Restricted,Operational note for case 1000686 capturing workflow action and next step.,2024-11-18 09:29:00
643,1000687,163,Follow-up,Internal,Operational note for case 1000687 capturing workflow action and next step.,2025-05-08 08:00:00
644,1000688,173,Intake,Restricted,Operational note for case 1000688 capturing workflow action and next step.,2025-06-28 08:25:00
645,1000689,245,Intake,School Team,Operational note for case 1000689 capturing workflow action and next step.,2026-04-14 11:56:00
646,1000691,208,Resolution,School Team,Operational note for case 1000691 capturing workflow action and next step.,2025-10-01 12:31:00
647,1000692,64,Resolution,Internal,Operational note for case 1000692 capturing workflow action and next step.,2026-01-23 15:44:00
648,1000695,175,Resolution,Restricted,Operational note for case 1000695 capturing workflow action and next step.,2025-12-06 09:15:00
649,1000695,175,Follow-up,School Team,Operational note for case 1000695 capturing workflow action and next step.,2025-12-04 09:15:00
650,1000696,270,Resolution,Restricted,Operational note for case 1000696 capturing workflow action and next step.,2025-04-28 12:02:00
651,1000697,184,Intake,Internal,Operational note for case 1000697 capturing workflow action and next step.,2026-06-25 12:28:00
652,1000698,134,Follow-up,Restricted,Operational note for case 1000698 capturing workflow action and next step.,2025-07-23 09:56:00
653,1000699,123,Resolution,School Team,Operational note for case 1000699 capturing workflow action and next step.,2026-06-14 16:47:00
654,1000699,123,Follow-up,Internal,Operational note for case 1000699 capturing workflow action and next step.,2026-06-24 16:47:00
655,1000703,80,Resolution,Restricted,Operational note for case 1000703 capturing workflow action and next step.,2026-03-17 16:32:00
656,1000703,80,Resolution,Restricted,Operational note for case 1000703 capturing workflow action and next step.,2026-03-17 16:32:00
657,1000705,65,Resolution,Internal,Operational note for case 1000705 capturing workflow action and next step.,2025-11-11 15:56:00
658,1000706,271,Intake,Restricted,Operational note for case 1000706 capturing workflow action and next step.,2025-02-21 14:44:00
659,1000707,146,Follow-up,Internal,Operational note for case 1000707 capturing workflow action and next step.,2026-07-05 16:15:00
660,1000708,103,Resolution,Internal,Operational note for case 1000708 capturing workflow action and next step.,2026-01-18 09:41:00
661,1000709,71,Intake,School Team,Operational note for case 1000709 capturing workflow action and next step.,2024-11-20 16:49:00
662,1000712,272,Intake,Internal,Operational note for case 1000712 capturing workflow action and next step.,2025-12-13 12:06:00
663,1000714,50,Follow-up,Internal,Operational note for case 1000714 capturing workflow action and next step.,2026-06-14 10:11:00
664,1000714,50,Resolution,School Team,Operational note for case 1000714 capturing workflow action and next step.,2026-06-09 10:11:00
665,1000715,32,Intake,Internal,Operational note for case 1000715 capturing workflow action and next step.,2025-05-18 15:46:00
666,1000716,64,Follow-up,Internal,Operational note for case 1000716 capturing workflow action and next step.,2026-01-11 08:56:00
667,1000716,64,Resolution,School Team,Operational note for case 1000716 capturing workflow action and next step.,2026-01-01 08:56:00
668,1000718,134,Follow-up,Restricted,Operational note for case 1000718 capturing workflow action and next step.,2026-04-08 11:56:00
669,1000724,12,Follow-up,Restricted,Operational note for case 1000724 capturing workflow action and next step.,2025-08-28 08:46:00
670,1000725,97,Follow-up,School Team,Operational note for case 1000725 capturing workflow action and next step.,2024-09-15 16:57:00
671,1000727,30,Intake,Restricted,Operational note for case 1000727 capturing workflow action and next step.,2024-10-06 08:36:00
672,1000727,30,Coordination,School Team,Operational note for case 1000727 capturing workflow action and next step.,2024-10-01 08:36:00
673,1000728,196,Coordination,School Team,Operational note for case 1000728 capturing workflow action and next step.,2024-12-24 16:11:00
674,1000730,77,Follow-up,Restricted,Operational note for case 1000730 capturing workflow action and next step.,2026-04-28 12:15:00
675,1000733,52,Intake,Internal,Operational note for case 1000733 capturing workflow action and next step.,2025-11-12 13:08:00
676,1000733,52,Resolution,School Team,Operational note for case 1000733 capturing workflow action and next step.,2025-11-10 13:08:00
677,1000734,139,Coordination,Restricted,Operational note for case 1000734 capturing workflow action and next step.,2025-09-15 12:42:00
678,1000735,124,Follow-up,School Team,Operational note for case 1000735 capturing workflow action and next step.,2025-03-02 10:24:00
679,1000736,88,Intake,Internal,Operational note for case 1000736 capturing workflow action and next step.,2026-03-01 14:15:00
680,1000736,88,Resolution,Internal,Operational note for case 1000736 capturing workflow action and next step.,2026-02-28 14:15:00
681,1000737,153,Follow-up,Internal,Operational note for case 1000737 capturing workflow action and next step.,2026-06-13 11:57:00
682,1000737,153,Resolution,Restricted,Operational note for case 1000737 capturing workflow action and next step.,2026-06-20 11:57:00
683,1000738,102,Follow-up,Restricted,Operational note for case 1000738 capturing workflow action and next step.,2024-10-25 12:26:00
684,1000738,102,Follow-up,School Team,Operational note for case 1000738 capturing workflow action and next step.,2024-11-02 12:26:00
685,1000739,125,Follow-up,School Team,Operational note for case 1000739 capturing workflow action and next step.,2025-10-09 15:21:00
686,1000741,71,Intake,School Team,Operational note for case 1000741 capturing workflow action and next step.,2026-04-25 10:09:00
687,1000741,71,Coordination,Internal,Operational note for case 1000741 capturing workflow action and next step.,2026-04-28 10:09:00
688,1000742,114,Resolution,Internal,Operational note for case 1000742 capturing workflow action and next step.,2026-04-28 14:09:00
689,1000742,114,Intake,Internal,Operational note for case 1000742 capturing workflow action and next step.,2026-04-24 14:09:00
690,1000746,131,Intake,Internal,Operational note for case 1000746 capturing workflow action and next step.,2025-11-29 09:38:00
691,1000747,239,Intake,School Team,Operational note for case 1000747 capturing workflow action and next step.,2025-10-15 11:06:00
692,1000748,164,Intake,School Team,Operational note for case 1000748 capturing workflow action and next step.,2025-03-08 12:58:00
693,1000750,115,Follow-up,School Team,Operational note for case 1000750 capturing workflow action and next step.,2026-03-03 10:44:00
694,1000752,20,Intake,Internal,Operational note for case 1000752 capturing workflow action and next step.,2026-05-19 09:24:00
695,1000752,20,Coordination,Internal,Operational note for case 1000752 capturing workflow action and next step.,2026-05-27 09:24:00
696,1000753,120,Resolution,Restricted,Operational note for case 1000753 capturing workflow action and next step.,2025-06-23 10:35:00
697,1000753,120,Intake,Internal,Operational note for case 1000753 capturing workflow action and next step.,2025-06-20 10:35:00
698,1000754,57,Intake,School Team,Operational note for case 1000754 capturing workflow action and next step.,2025-06-12 08:15:00
699,1000756,159,Intake,Internal,Operational note for case 1000756 capturing workflow action and next step.,2024-09-25 09:52:00
700,1000757,12,Resolution,School Team,Operational note for case 1000757 capturing workflow action and next step.,2025-05-29 09:14:00
701,1000758,21,Intake,Restricted,Operational note for case 1000758 capturing workflow action and next step.,2025-12-20 09:26:00
702,1000759,272,Resolution,Internal,Operational note for case 1000759 capturing workflow action and next step.,2025-04-04 15:35:00
703,1000760,82,Coordination,School Team,Operational note for case 1000760 capturing workflow action and next step.,2026-02-07 15:15:00
704,1000761,2,Resolution,Internal,Operational note for case 1000761 capturing workflow action and next step.,2025-04-02 09:59:00
705,1000762,70,Intake,Internal,Operational note for case 1000762 capturing workflow action and next step.,2025-05-31 10:18:00
706,1000763,270,Intake,Restricted,Operational note for case 1000763 capturing workflow action and next step.,2024-11-17 09:07:00
707,1000763,270,Coordination,Internal,Operational note for case 1000763 capturing workflow action and next step.,2024-11-11 09:07:00
708,1000765,56,Coordination,Restricted,Operational note for case 1000765 capturing workflow action and next step.,2024-10-01 10:39:00
709,1000766,178,Intake,School Team,Operational note for case 1000766 capturing workflow action and next step.,2024-10-11 15:38:00
710,1000767,121,Intake,School Team,Operational note for case 1000767 capturing workflow action and next step.,2025-06-02 13:13:00
711,1000767,121,Coordination,Restricted,Operational note for case 1000767 capturing workflow action and next step.,2025-05-30 13:13:00
712,1000769,31,Intake,Restricted,Operational note for case 1000769 capturing workflow action and next step.,2025-06-23 10:21:00
713,1000770,134,Resolution,Restricted,Operational note for case 1000770 capturing workflow action and next step.,2026-06-02 08:34:00
714,1000772,162,Resolution,Restricted,Operational note for case 1000772 capturing workflow action and next step.,2025-09-15 09:43:00
715,1000773,31,Resolution,Restricted,Operational note for case 1000773 capturing workflow action and next step.,2025-05-28 13:13:00
716,1000773,31,Coordination,Internal,Operational note for case 1000773 capturing workflow action and next step.,2025-06-01 13:13:00
717,1000774,151,Coordination,Restricted,Operational note for case 1000774 capturing workflow action and next step.,2025-07-17 14:30:00
718,1000777,53,Intake,Restricted,Operational note for case 1000777 capturing workflow action and next step.,2026-03-01 10:46:00
719,1000778,23,Resolution,School Team,Operational note for case 1000778 capturing workflow action and next step.,2024-12-29 08:17:00
720,1000781,76,Coordination,Internal,Operational note for case 1000781 capturing workflow action and next step.,2026-03-27 15:40:00
721,1000781,76,Follow-up,Restricted,Operational note for case 1000781 capturing workflow action and next step.,2026-03-29 15:40:00
722,1000782,76,Intake,Restricted,Operational note for case 1000782 capturing workflow action and next step.,2025-07-03 16:40:00
723,1000783,19,Follow-up,School Team,Operational note for case 1000783 capturing workflow action and next step.,2026-01-31 10:35:00
724,1000784,189,Resolution,School Team,Operational note for case 1000784 capturing workflow action and next step.,2025-03-20 11:30:00
